MO,DY,HR,temp,feels_like,pressure,humidity,wind_speed,clouds_all,Irr
4,11,21,299.65,299.65,1012,55,3.29,4,0
4,11,22,297.08,297.2,1012,64,3.11,42,0
4,11,23,295.79,295.81,1012,65,3.02,90,0
4,12,0,296.48,296.59,1012,66,3.02,99,0
4,12,1,294.98,295.12,1011,73,3.22,98,0
4,12,2,293.45,293.44,1011,73,3.3,97,0
4,12,3,293.91,294.05,1011,77,2.66,93,0
4,12,4,293.85,294.01,1011,78,2.4,91,0
4,12,5,292.95,293,1011,77,2.37,91,7.92
4,12,6,293.99,294.14,1011,77,2.56,84,151
4,12,7,297.15,297.3,1012,65,2.66,88,376.9
4,12,8,298.62,298.92,1012,65,2.65,89,594.38
4,12,9,298.41,298.61,1012,62,3.01,92,775.52
4,12,10,303.72,304.55,1012,47,3.48,94,902.8
4,12,11,305.17,305.64,1011,41,4.09,86,967.92
4,12,12,305.19,305.31,1011,39,4.6,87,960.98
4,12,13,307.48,307.27,1010,32,4.99,86,884.52
4,12,14,307.6,307.24,1009,31,5.26,89,745.92
4,12,15,306.66,306.88,1009,36,5.56,92,555.88
4,12,16,306.53,306.49,1008,35,5.31,79,332.5
4,12,17,306.15,305.61,1008,33,4.38,1,118.95
4,12,18,305.98,304.94,1008,30,2.99,0,0
4,12,19,302.1,302.4,1009,47,2.78,0,0
4,12,20,299.46,299.46,1009,54,2.71,0,0
4,12,21,299.32,299.32,1009,55,2.64,0,0
4,12,22,297.38,297.48,1009,62,2.61,0,0
4,12,23,296.21,296.24,1009,64,2.63,12,0
4,13,0,297.3,297.47,1009,65,2.52,27,0
4,13,1,296.32,296.49,1009,69,2.41,45,0
4,13,2,295.02,295.06,1009,69,2.23,65,0
4,13,3,293.62,293.76,1008,78,1.9,78,0
4,13,4,293.04,293.23,1008,82,1.89,97,0
4,13,5,292.89,293.01,1009,80,1.79,94,8.6
4,13,6,294.06,294.27,1009,79,1.68,100,153.45
4,13,7,297.72,297.98,1009,67,1.95,97,377.5
4,13,8,298.94,299.3,1010,66,1.69,98,592.52
4,13,9,299.68,299.68,1010,62,2.27,100,770.52
4,13,10,305.27,306.81,1009,46,3.1,100,895.02
4,13,11,306.91,308.17,1009,40,3.76,100,951.25
4,13,12,306.99,307.83,1009,38,4.4,99,941.8
4,13,13,309.08,309.71,1008,32,4.97,100,864.35
4,13,14,309.12,309.78,1007,32,5.14,100,724.33
4,13,15,308.03,309.3,1006,37,5.04,99,532.35
4,13,16,307.77,308.86,1006,37,5.17,48,312.15
4,13,17,307.11,307.56,1006,36,4.59,43,108.4
4,13,18,307.5,307.72,1006,34,3.45,75,0
4,13,19,302.98,304.42,1007,53,2.63,71,0
4,13,20,300.78,302.07,1007,60,2.34,36,0
4,13,21,300.42,301.66,1008,61,2.24,37,0
4,13,22,298.71,299.07,1008,67,2.18,56,0
4,13,23,297.76,298.05,1008,68,2.02,67,0
4,14,0,297.92,298.33,1008,72,2.7,81,0
4,14,1,296.35,296.79,1008,79,2.59,85,0
4,14,2,295.15,295.47,1008,79,2.23,63,0
4,14,3,294.15,294.58,1009,87,2.46,77,0
4,14,4,294.27,294.71,1008,87,2.05,97,0
4,14,5,295,295.28,1008,78,0.69,100,8.23
4,14,6,295.81,296.19,1009,79,0.85,100,135.98
4,14,7,298.74,299.18,1009,70,1.61,100,352.9
4,14,8,300.44,301.86,1010,63,2.58,97,567.67
4,14,9,301.42,302.65,1010,57,4.43,45,746.02
4,14,10,307.23,307.98,1009,37,5.45,74,870.7
4,14,11,308.39,308.87,1009,33,5.78,57,931.27
4,14,12,308.8,309.79,1009,34,5.45,74,925.08
4,14,13,310.93,311.58,1008,28,4.35,28,848.5
4,14,14,310.41,310.75,1007,28,3.01,12,709.4
4,14,15,310.83,313.06,1006,33,0.92,93,520.73
4,14,16,309.64,311.55,1005,35,1.1,99,304.02
4,14,17,309.61,312.86,1006,39,1.21,100,106.52
4,14,18,306.71,310.91,1007,51,2.36,100,0
4,14,19,304.33,305.87,1008,49,2.32,100,0
4,14,20,303.52,304.59,1008,49,2.53,100,0
4,14,21,304.57,304.95,1008,42,2.9,100,0
4,14,22,302.56,302.28,1008,41,2.83,98,0
4,14,23,300.94,300.83,1008,43,2.12,80,0
4,15,0,301.54,301.76,1009,47,3.33,95,0
4,15,1,301.44,302.13,1009,52,3.79,93,0
4,15,2,299.44,299.44,1009,53,4.05,97,0
4,15,3,300.36,301.34,1009,58,4.15,99,0
4,15,4,300.77,301.78,1009,57,4.76,78,0
4,15,5,300.43,301.05,1009,53,4.5,57,9.35
4,15,6,301.3,301.96,1010,52,4.19,93,150.1
4,15,7,302.85,303.48,1011,48,4.15,89,374
4,15,8,302.75,303.21,1011,47,4.31,95,591.62
4,15,9,303.27,304.06,1011,48,5.01,96,772.77
4,15,10,307.24,308.23,1011,38,4.5,97,900.33
4,15,11,307.87,308.29,1010,34,4.78,53,943.83
4,15,12,309.12,309.02,1010,29,4.57,6,938.7
4,15,13,311.09,310.96,1008,25,3.36,39,864.83
4,15,14,310.75,310.72,1009,26,2.07,82,729.6
4,15,15,310.26,311.08,1006,30,1.23,98,543.3
4,15,16,310.56,311.58,1006,30,0.59,99,326.92
4,15,17,310.05,310.74,1005,30,0.69,93,120.83
4,15,18,306.88,307.21,1005,36,1.84,81,0
4,15,19,303.87,304.29,1006,44,1.49,25,0
4,15,20,301.36,301.94,1006,51,0.63,5,0
4,15,21,301.39,301.59,1007,47,1.5,8,0
4,15,22,300.58,300.92,1008,49,2.5,2,0
4,15,23,298.98,298.95,1008,51,3.06,4,0
4,16,0,299.19,299.19,1008,56,3.1,4,0
4,16,1,297.14,297.21,1008,62,2.92,1,0
4,16,2,296.29,296.33,1007,64,2.69,29,0
4,16,3,295.3,295.42,1007,71,2.22,69,0
4,16,4,295.09,295.19,1007,71,2.32,2,0
4,16,5,295.65,295.76,1007,69,2.41,5,11.7
4,16,6,295.4,295.56,1007,72,1.39,7,171.88
4,16,7,298.85,299.15,1008,64,1.74,45,405
4,16,8,300.75,302.12,1009,61,2.13,62,624.45
4,16,9,299.94,300.91,1009,59,2.52,79,806.17
4,16,10,304.86,305.55,1009,43,2.98,98,934.25
4,16,11,307.39,308.48,1008,38,2.94,81,978.92
4,16,12,307.67,308.95,1008,38,2.89,100,976.52
4,16,13,309.77,311.16,1007,33,3.25,98,904.4
4,16,14,309.24,310.25,1006,33,3.39,93,768.7
4,16,15,308.18,308.3,1006,32,3.9,98,580.75
4,16,16,308.22,308.14,1006,31,3.85,92,358.27
4,16,17,307.58,307.21,1005,31,3.27,96,129.8
4,16,18,307.21,306.88,1006,32,2.61,98,3.92
4,16,19,303.82,304.07,1007,43,2.78,94,0
4,16,20,301.47,301.68,1007,47,2.87,95,0
4,16,21,301.3,301.59,1008,48,2.88,96,0
4,16,22,299.01,299.09,1008,55,2.89,100,0
4,16,23,299.23,299.23,1008,54,2.59,100,0
4,17,0,299.19,299.19,1008,56,3.05,100,0
4,17,1,298.11,298.25,1008,61,3.39,100,0
4,17,2,298.24,298.42,1008,62,3.46,100,0
4,17,3,297.73,297.94,1007,65,2.9,100,0
4,17,4,297.17,297.38,1006,67,2.68,100,0
4,17,5,297.74,298.03,1007,68,2.32,100,11.75
4,17,6,298.09,298.6,1008,75,1.51,100,159.08
4,17,7,299.18,299.18,1009,64,1.66,100,380.38
4,17,8,299.22,299.22,1009,63,1.79,100,593.35
4,17,9,298.97,299.2,1010,61,2.71,99,772.75
4,17,10,300.62,301.34,1010,54,2.81,70,895.75
4,17,11,300.45,301.46,1010,58,2.18,73,944.92
4,17,12,298.87,299.25,1009,67,1.73,90,938.95
4,17,13,300.46,301.72,1008,61,3.16,89,861.75
4,17,14,300.58,302.25,1007,65,3.83,72,722.98
4,17,15,303.94,303.79,1006,40,3.22,70,529.58
4,17,16,304.41,304.11,1005,38,3.8,35,308.4
4,17,17,303.86,303.43,1006,38,3.9,31,104.33
4,17,18,302.71,302.79,1006,44,3.24,58,3.48
4,17,19,300.39,300.67,1006,48,3.42,61,0
4,17,20,298.24,298.29,1007,57,2.86,79,0
4,17,21,298.27,298.43,1008,61,2.3,95,0
4,17,22,295.6,295.86,1009,75,3.12,90,0
4,17,23,295.61,295.77,1009,71,4.22,96,0
4,18,0,296.33,296.53,1008,70,3.8,96,0
4,18,1,294.75,295,1007,78,2.32,85,0
4,18,2,294.13,294.4,1008,81,1.52,92,0
4,18,3,292.74,293.03,1010,87,3.04,96,0
4,18,4,292.92,293.28,1010,89,3.49,98,0
4,18,5,294.31,294.67,1011,84,3.84,93,11.25
4,18,6,293.96,294.24,1010,82,3.69,54,149.58
4,18,7,296.43,296.67,1010,71,2.69,26,368.88
4,18,8,297.5,297.71,1011,66,1.56,6,587.65
4,18,9,298.13,298.3,1011,62,1.05,4,770.58
4,18,10,303.77,303.72,1011,41,1.16,1,897.6
4,18,11,305.81,305.48,1011,35,2.05,7,975.35
4,18,12,306.48,306.42,1010,35,2.95,16,966.12
4,18,13,308.08,307.93,1010,31,3.19,32,888.25
4,18,14,306.81,306.33,1009,32,1.84,38,747.08
4,18,15,305.86,306.09,1007,38,5.47,73,556.27
4,18,16,305.37,305.75,1008,40,2.46,84,334.45
4,18,17,302.92,303.72,1008,49,1.71,59,116.33
4,18,18,302.62,303.17,1008,48,1.15,52,3.95
4,18,19,298.88,299.26,1009,67,3.02,39,0
4,18,20,297.74,298.32,1010,79,3.97,37,0
4,18,21,296.06,296.5,1010,80,3.13,13,0
4,18,22,294.44,294.77,1009,82,1.93,14,0
4,18,23,294.84,295.15,1010,80,1.07,18,0
4,19,0,294.78,295.04,1009,78,1.72,12,0
4,19,1,294.21,294.43,1009,79,1.97,12,0
4,19,2,293.67,293.81,1009,78,1.87,9,0
4,19,3,292.9,293.2,1009,87,2.18,33,0
4,19,4,293.01,293.38,1008,89,2.53,19,0
4,19,5,293.59,293.88,1008,84,3.13,16,12.95
4,19,6,294.19,294.49,1009,82,3.09,15,167.05
4,19,7,296.01,296.26,1009,73,2.36,12,389.77
4,19,8,297.38,297.71,1010,71,1.94,42,606.8
4,19,9,297.3,297.52,1010,67,1.91,62,804.83
4,19,10,303.11,303.84,1010,48,2.05,86,932.2
4,19,11,304.17,304.88,1010,45,1.89,73,978.77
4,19,12,304.15,304.68,1009,44,2.15,34,972.62
4,19,13,306.6,306.99,1009,37,2.52,52,898.05
4,19,14,305.77,305.78,1008,37,2.59,78,761.02
4,19,15,306.7,307.15,1006,37,3.39,81,573.08
4,19,16,304.81,304.95,1006,40,3.51,78,352.08
4,19,17,304.7,304.19,1006,36,2.55,69,128.83
4,19,18,304.67,303.89,1007,34,2.34,44,4.62
4,19,19,301.6,301.55,1008,44,2.24,40,0
4,19,20,299.21,299.21,1008,49,2.15,40,0
4,19,21,298.92,299.04,1009,57,1.88,18,0
4,19,22,297.1,297.17,1009,62,2.59,25,0
4,19,23,296.04,296.13,1009,67,2.45,33,0
4,20,0,295.7,295.81,1009,69,2.33,74,0
4,20,1,294.73,294.9,1009,75,2.24,98,0
4,20,2,293.95,294.12,1008,78,2.14,96,0
4,20,3,292.92,293.04,1008,80,1.49,91,0
4,20,4,293.01,293.19,1008,82,1.61,93,0
4,20,5,293.38,293.52,1008,79,1.51,87,15.45
4,20,6,294.02,294.23,1008,79,1.09,91,182.8
4,20,7,296.22,296.38,1009,69,0.34,94,412.1
4,20,8,298.15,298.46,1009,67,0.93,86,628.02
4,20,9,298.18,298.36,1010,62,1.45,70,805.65
4,20,10,302.12,302.54,1010,48,1.65,62,926.85
4,20,11,302.93,303.18,1010,45,2.45,34,979.58
4,20,12,303.58,303.75,1011,43,4.77,82,954.62
4,20,13,304.56,304.45,1011,39,2.62,79,864.73
4,20,14,303.77,303.45,1010,39,0.73,81,701.35
4,20,15,302.79,302.23,1008,38,2.58,79,506.92
4,20,16,301.46,301.09,1009,40,1.74,99,290.67
4,20,17,300.15,299.96,1010,39,0.72,99,95.52
4,20,18,299.17,299.17,1011,41,1.06,91,3.88
4,20,19,296.65,296.47,1011,54,0.47,90,0
4,20,20,294.67,294.65,1011,68,1.26,60,0
4,20,21,293.45,293.47,1011,74,1.96,54,0
4,20,22,292.82,292.91,1011,79,1.93,41,0
4,20,23,293.09,293.15,1011,77,2.19,38,0
4,21,0,291.82,291.94,1011,84,2.12,15,0
4,21,1,291.33,291.45,1011,86,1.33,14,0
4,21,2,291.24,291.4,1010,88,1.3,23,0
4,21,3,292.08,291.96,1010,74,1.5,13,0
4,21,4,292.12,292,1010,74,1.42,3,0
4,21,5,292.68,292.46,1010,68,0.89,8,12.23
4,21,6,292.26,292.24,1011,77,0.65,14,141.58
4,21,7,294.91,295.05,1011,73,0.29,13,352.8
4,21,8,296.22,296.41,1012,70,0.1,18,573.75
4,21,9,296.67,296.83,1012,67,0.87,8,760.2
4,21,10,301.25,301.62,1012,49,1.75,14,885.42
4,21,11,302.2,302.3,1012,45,1.77,10,983.33
4,21,12,302.65,302.83,1011,45,1.74,32,975.92
4,21,13,304.93,304.95,1010,39,2.1,12,897.65
4,21,14,304.72,304.82,1008,40,2.54,35,760.42
4,21,15,304.22,304.3,1007,41,2.74,34,575.4
4,21,16,304.28,304.23,1007,40,3.16,30,359.58
4,21,17,302.66,302.85,1008,45,3.28,70,137.3
4,21,18,304.02,303.63,1008,38,2.64,32,5.4
4,21,19,299.63,299.63,1009,53,2.27,25,0
4,21,20,297.01,297.07,1009,62,1.9,11,0
4,21,21,297.37,297.54,1009,65,2.38,9,0
4,21,22,295.63,295.79,1009,71,2.09,1,0
4,21,23,294.49,294.56,1009,72,1.85,0,0
4,22,0,295.23,295.37,1009,72,1.94,0,0
4,22,1,293.51,293.64,1009,78,2.09,0,0
4,22,2,292.77,292.88,1008,80,2.1,0,0
4,22,3,291.59,291.76,1008,87,1.88,0,0
4,22,4,291.43,291.61,1008,88,2.02,1,0
4,22,5,291.75,291.86,1008,84,1.84,23,19.88
4,22,6,293.58,293.85,1009,83,0.7,52,201.48
4,22,7,296.9,297.08,1009,67,0.6,39,431.8
4,22,8,297.39,297.57,1009,65,1.06,30,646.8
4,22,9,297.66,297.73,1010,60,1.57,3,823.42
4,22,10,302.89,303.26,1010,46,1.73,2,946.7
4,22,11,303.55,303.19,1009,39,1.79,30,999.52
4,22,12,304.1,303.86,1008,39,1.89,9,991.62
4,22,13,306.2,305.84,1008,34,2.3,8,916
4,22,14,306.03,305.29,1007,32,2.73,6,776.12
4,22,15,306.72,306.2,1006,32,3.07,14,587.95
4,22,16,306.58,306.02,1006,32,3.19,11,366.73
4,22,17,305.41,304.52,1006,32,2.73,14,140.7
4,22,18,305.4,304.65,1007,33,2.11,12,5.73
4,22,19,301.12,301.39,1007,48,2.44,9,0
4,22,20,299.75,299.75,1008,56,2.43,17,0
4,22,21,298.45,298.6,1008,60,2.03,40,0
4,22,22,296.82,296.97,1008,66,1.99,55,0
4,22,23,296.32,296.44,1008,67,2.31,29,0
4,23,0,296.59,296.77,1008,68,1.72,35,0
4,23,1,295.23,295.4,1007,73,0.66,55,0
4,23,2,294.41,294.45,1007,71,0.74,58,0
4,23,3,294.49,294.59,1007,73,1.87,30,0
4,23,4,293.7,293.79,1007,76,1.58,28,0
4,23,5,293.94,293.93,1008,71,0.86,59,16.3
4,23,6,294.68,294.72,1009,70,0.7,50,175.65
4,23,7,298.47,298.55,1009,57,1.12,16,401.75
4,23,8,299.37,299.37,1010,54,1.18,25,613.62
4,23,9,300.5,301.2,1010,54,1.54,28,790.75
4,23,10,304.74,305.02,1009,41,1.82,15,913.52
4,23,11,305.48,305.37,1009,37,1.43,6,983.4
4,23,12,306.13,306.1,1008,36,0.98,11,972.55
4,23,13,308.06,308.12,1007,32,0.66,22,894.5
4,23,14,307.99,307.59,1006,30,0.83,10,755.08
4,23,15,307.34,307.69,1005,35,1.25,22,566.3
4,23,16,307.41,307.58,1004,34,3.1,65,346.52
4,23,17,306.73,306.78,1004,35,2.98,21,128.38
4,23,18,306.4,305.94,1004,33,2.41,6,5.48
4,23,19,302.39,302.52,1005,45,2.27,2,0
4,23,20,300.57,301.44,1005,56,3.22,1,0
4,23,21,301.88,302.14,1006,47,2.84,0,0
4,23,22,299.92,300.52,1006,53,2.37,0,0
4,23,23,298.02,298.02,1006,56,1.92,0,0
4,24,0,299.06,299.19,1006,57,1.48,0,0
4,24,1,297.65,297.8,1006,63,0.94,0,0
4,24,2,295.8,295.77,1006,63,0.58,0,0
4,24,3,295.67,295.65,1005,64,0.97,0,0
4,24,4,294.53,294.53,1006,69,1.99,0,0
4,24,5,293.9,293.91,1006,72,2.18,0,17.17
4,24,6,294.38,294.49,1007,74,2.11,8,178.98
4,24,7,298.22,298.35,1008,60,2.54,4,403.83
4,24,8,299.4,299.4,1008,57,3.18,9,619.27
4,24,9,300.24,300.65,1008,50,3.76,15,797.08
4,24,10,305.5,305.75,1008,39,3.3,18,922.8
4,24,11,306.32,306.01,1007,34,2.34,26,986.8
4,24,12,306.84,306.74,1007,34,1.55,43,976.2
4,24,13,308.61,308.27,1006,29,1.27,31,899.08
4,24,14,308.5,308.12,1005,29,1.28,33,759.95
4,24,15,308.33,308.77,1004,33,1.37,17,571.62
4,24,16,308.41,308.66,1003,32,0.53,16,351.5
4,24,17,307.81,307.54,1003,31,0.45,19,132.27
4,24,18,306.52,306.47,1003,35,1.14,15,5.83
4,24,19,302.03,302.01,1004,44,1.53,25,0
4,24,20,300.18,300.66,1004,51,1.98,11,0
4,24,21,299.4,299.4,1005,51,2.46,2,0
4,24,22,297.84,297.85,1005,57,2.45,9,0
4,24,23,297.98,297.98,1005,56,1.81,4,0
4,25,0,298.22,298.19,1005,54,1,1,0
4,25,1,299.8,299.8,1004,49,1.06,0,0
4,25,2,296.6,296.28,1004,49,1.56,1,0
4,25,3,294.26,294.15,1006,66,0.73,0,0
4,25,4,294.02,293.94,1005,68,0.59,29,0
4,25,5,295.11,295.01,1006,63,0.44,36,18.35
4,25,6,296.15,296.1,1007,61,0.53,35,175.8
4,25,7,298.93,298.92,1007,52,0.34,47,396.98
4,25,8,300.29,300.83,1008,52,0.47,38,610.4
4,25,9,301.05,301.49,1008,50,0.96,43,787.62
4,25,10,305.23,305.37,1008,39,1.05,53,910.83
4,25,11,306.29,306.15,1007,35,0.6,76,954.2
4,25,12,306.35,306.42,1007,36,0.63,79,944.48
4,25,13,306.4,306.9,1006,38,1.19,64,864.88
4,25,14,305.59,305.88,1006,39,1.75,58,724.95
4,25,15,304.36,305.72,1006,48,4.64,96,536.02
4,25,16,303.99,305.13,1005,48,3.64,95,318.92
4,25,17,304.72,305.34,1005,43,3.56,94,112.9
4,25,18,304.46,305.31,1005,45,2.65,82,5.6
4,25,19,302.14,303.05,1006,52,2.64,50,0
4,25,20,299.64,299.64,1006,61,2.51,39,0
4,25,21,299.21,299.21,1007,62,1.82,56,0
4,25,22,299.24,299.24,1007,62,1.7,50,0
4,25,23,298.76,298.94,1007,60,1.62,43,0
4,26,0,297.77,298.06,1007,68,1.88,44,0
4,26,1,297.48,297.72,1007,67,1.74,39,0
4,26,2,296.55,296.75,1007,69,1.99,46,0
4,26,3,295.79,296.09,1007,76,1.81,53,0
4,26,4,295.55,295.8,1007,75,2.34,45,0
4,26,5,296.56,296.73,1008,68,2.48,19,17.52
4,26,6,297.69,297.79,1009,61,3.46,55,160.58
4,26,7,298.27,298.4,1010,60,4.14,72,370.98
4,26,8,298.28,298.42,1010,60,5.36,47,579.17
4,26,9,298.76,298.86,1010,57,5.63,30,752.8
4,26,10,301.65,301.88,1011,47,5.35,28,873.08
4,26,11,302.13,302.66,1011,49,5.48,35,934.42
4,26,12,303.22,303.99,1011,48,4.81,72,916.6
4,26,13,304.32,304.93,1010,44,3.6,57,828.98
4,26,14,302.55,303.48,1008,51,3.36,49,680.2
4,26,15,303.49,304.54,1009,49,2.76,87,486.48
4,26,16,303.64,304.6,1007,48,1.64,61,275.15
4,26,17,302,303.11,1007,54,2.98,50,94.3
4,26,18,298.61,299.2,1008,76,2.62,38,5.02
4,26,19,297.02,297.6,1009,82,1.6,35,0
4,26,20,296.08,296.57,1009,82,2.57,26,0
4,26,21,296.26,296.72,1010,80,3.62,10,0
4,26,22,295.14,295.56,1010,83,4.11,5,0
4,26,23,295.15,295.44,1011,78,4.42,8,0
4,27,0,295.89,296.18,1011,75,4.68,13,0
4,27,1,295.37,295.61,1011,75,4.91,16,0
4,27,2,294.61,294.74,1010,74,5.26,26,0
4,27,3,294.98,295.33,1011,81,4.91,62,0
4,27,4,294.69,295.09,1011,84,3.7,87,0
4,27,5,295.26,295.59,1012,79,3,98,15.98
4,27,6,295.05,295.38,1013,80,2.86,99,138.3
4,27,7,295.9,296.21,1014,76,3.19,99,334.7
4,27,8,296.19,296.56,1015,77,3.03,99,539.95
4,27,9,296.58,296.94,1015,75,3.83,100,712.48
4,27,10,297.21,297.58,1015,73,5.3,97,832.2
4,27,11,296.78,297.16,1015,75,5.88,97,946.45
4,27,12,295.84,296.36,1015,84,5.6,95,930.15
4,27,13,297.85,298.57,1013,84,4.91,93,847.1
4,27,14,297.58,298.3,1012,85,3.93,97,702.17
4,27,15,301.89,303.21,1012,56,2.74,73,522.42
4,27,16,301.85,303.15,1012,56,2.61,72,315.6
4,27,17,299.16,299.16,1012,71,1.87,92,116.95
4,27,18,299.02,299.65,1013,76,1.22,91,6.05
4,27,19,297.46,298.19,1013,86,0.64,97,0
4,27,20,296.31,296.85,1014,83,1.6,96,0
4,27,21,296.79,297.4,1013,84,1.46,72,0
4,27,22,295.13,295.66,1014,87,1.23,55,0
4,27,23,294.65,295.08,1013,85,1.43,35,0
4,28,0,294.97,295.43,1013,85,1.68,46,0
4,28,1,294.26,294.72,1014,88,1.75,45,0
4,28,2,293.48,293.87,1014,88,2.17,64,0
4,28,3,293.75,294.01,1014,82,2.36,22,0
4,28,4,293.93,294.18,1014,81,1.83,29,0
4,28,5,294.2,294.42,1015,79,2.19,46,20.38
4,28,6,295.44,295.74,1015,77,1.22,55,174.02
4,28,7,296.86,297.17,1015,72,1.03,28,391.4
4,28,8,297.41,297.75,1016,71,0.94,30,601.62
4,28,9,297.76,298.13,1016,71,1.71,48,775.6
4,28,10,301.1,302.53,1015,60,2.3,60,895.65
4,28,11,302.77,303.94,1014,52,2.12,58,967.42
4,28,12,303.31,304.6,1013,51,1.78,57,956.65
4,28,13,305.48,306.72,1013,44,0.97,55,878.58
4,28,14,305.77,307.43,1011,45,1.51,71,739.62
4,28,15,305.14,307.26,1010,49,2.37,59,553.58
4,28,16,303.95,306.44,1009,55,2.53,72,338.02
4,28,17,304.09,306.27,1009,53,2.74,79,128
4,28,18,304.6,307.2,1009,53,2.57,78,6.73
4,28,19,301.49,303.91,1009,66,2.85,48,0
4,28,20,298.99,299.54,1010,73,2.66,24,0
4,28,21,299.27,299.27,1010,73,2.28,45,0
4,28,22,297.36,297.98,1010,82,1.97,40,0
4,28,23,296.19,296.72,1010,83,1.75,30,0
4,29,0,297.3,297.94,1010,83,1.82,20,0
4,29,1,296.84,297.51,1010,86,1.83,13,0
4,29,2,295.12,295.7,1009,89,1.97,5,0
4,29,3,293.99,294.56,1009,93,2.29,0,0
4,29,4,295.09,295.61,1009,87,1.53,0,0
4,29,5,295.31,295.72,1009,82,1.17,0,21.42
4,29,6,295.79,296.36,1010,86,1.85,0,183.08
4,29,7,298.45,298.92,1010,72,1.89,0,389.98
4,29,8,299.11,299.11,1011,69,2.74,0,598.6
4,29,9,299.8,299.8,1011,65,3.37,0,772.88
4,29,10,303.82,305.8,1011,53,3.34,0,895
4,29,11,305.13,307.01,1011,48,2.82,0,956.05
4,29,12,305.87,308.09,1010,47,1.94,7,946.8
4,29,13,307.56,309.29,1009,40,1.23,4,870.08
4,29,14,307.3,308.84,1008,40,1.43,8,730.77
4,29,15,307.61,309.95,1008,42,1.96,6,543.92
4,29,16,307.42,309.89,1007,43,2.82,21,329.27
4,29,17,306.44,308.62,1006,45,2.77,44,123.05
4,29,18,306.86,308.85,1006,43,1.87,19,7.1
4,29,19,302.88,305.48,1007,60,2.12,5,0
4,29,20,301.28,303.66,1008,67,2.11,9,0
4,29,21,300.49,302.59,1008,70,2.67,26,0
4,29,22,298.7,299.24,1009,74,2.15,52,0
4,29,23,298.52,299.02,1009,73,1.19,83,0
4,30,0,300.94,302.61,1009,63,1.98,81,0
4,30,1,299,299.49,1009,71,1.81,89,0
4,30,2,296.72,297.17,1009,78,1.96,95,0
4,30,3,297.76,298.18,1009,73,1.84,79,0
4,30,4,297.9,298.36,1009,74,2.05,76,0
4,30,5,297.88,298.24,1009,70,2.12,96,25.2
4,30,6,298.73,299.22,1010,72,2.37,62,198.3
4,30,7,300.2,301.84,1010,67,2.41,10,420.25
4,30,8,300.61,302.7,1011,69,3.01,1,629.62
4,30,9,300.82,303.19,1011,70,2.77,0,801.65
4,30,10,304.43,307.83,1011,57,1.71,0,921.5
4,30,11,306.2,309.54,1011,50,0.77,0,946.1
4,30,12,307.05,310.68,1010,48,0.95,10,936.15
4,30,13,308.7,311.74,1009,41,1.85,36,860.7
4,30,14,308.28,310.92,1008,41,2.79,46,723.2
4,30,15,307.03,308.89,1006,42,2.8,59,539.67
4,30,16,307.39,310.13,1007,44,2.53,54,329.27
4,30,17,305.81,306.21,1007,39,4.21,92,125.25
4,30,18,306.34,306.81,1007,38,3.61,99,7.58
4,30,19,302.9,304.46,1007,54,3,75,0
4,30,20,300.81,302.41,1007,63,2.02,65,0
4,30,21,301.65,303.36,1008,60,1.89,80,0
4,30,22,299.38,299.38,1008,68,0.91,97,0
4,30,23,299.35,299.35,1008,60,2.23,71,0
5,1,0,298.71,299.1,1009,68,1.93,4,0
5,1,1,297.82,298.14,1008,69,2.05,0,0
5,1,2,296.84,297.07,1008,69,1.98,0,0
5,1,3,296.86,297.27,1008,76,2.09,0,0
5,1,4,296.62,297.09,1008,79,2.55,0,0
5,1,5,296.36,296.72,1008,76,2.14,0,24.98
5,1,6,297.31,297.77,1008,76,1.06,0,195.65
5,1,7,299.76,299.76,1008,66,0.71,0,414.62
5,1,8,300.3,301.91,1008,66,0.58,0,623.23
5,1,9,301.13,303.03,1008,64,0.53,0,794.62
5,1,10,305.53,308.75,1008,52,1.06,0,915.15
5,1,11,306.95,309.57,1008,45,1.92,0,983.42
5,1,12,307.57,310.17,1007,43,2.41,0,968.73
5,1,13,309.77,312.12,1007,36,2.8,0,889.65
5,1,14,310.09,311.72,1006,33,3.31,3,748.83
5,1,15,309.69,312.31,1005,37,3.81,7,561.75
5,1,16,309.66,312.25,1004,37,4.02,34,346.62
5,1,17,308.75,310.87,1004,38,3.27,32,137.42
5,1,18,308.47,309.78,1004,36,2.48,26,8.17
5,1,19,304.62,306.35,1004,49,2.23,42,0
5,1,20,302.83,304.85,1005,57,2.21,41,0
5,1,21,302.93,305.2,1005,58,2.13,32,0
5,1,22,300.65,302.36,1005,65,2.7,2,0
5,1,23,299.95,301.25,1004,64,2.76,17,0
5,2,0,302.5,303.99,1005,55,1.86,17,0
5,2,1,298.52,298.94,1004,70,2.13,1,0
5,2,2,298.46,298.77,1005,66,3.7,3,0
5,2,3,297.96,298.53,1007,78,4.77,96,0
5,2,4,298.08,298.8,1006,83,5.32,72,0
5,2,5,299.25,299.25,1007,80,5.03,97,25.2
5,2,6,299.07,299.78,1009,79,1.39,100,185.98
5,2,7,299.52,299.52,1010,73,0.44,100,399.58
5,2,8,300.52,302.75,1009,71,3.29,98,605.15
5,2,9,299.82,301.4,1008,69,4.94,67,775.85
5,2,10,303.33,305.92,1008,58,4.92,67,894.7
5,2,11,305.95,309.9,1008,53,4.35,91,953.75
5,2,12,305.63,308.95,1008,52,3.35,99,935.88
5,2,13,306.89,310.66,1006,49,2.53,97,844.75
